Match,Team,Position,Batsmen,Link,Dismissal,Runs,Balls,Fours,Sixes,Strike Rate
United Arab Emirates vs Oman,Oman,1,Jatinder Singh,https://www.espncricinfo.com//player/jatinder-singh-307756,lbw b Kashif Daud,22,19,1,1,115.78
United Arab Emirates vs Oman,Oman,2,Kashyap Prajapati,https://www.espncricinfo.com//player/kashyap-prajapati-1276719,not out ,69,53,8,0,130.18
United Arab Emirates vs Oman,Oman,3,Shoaib Khan,https://www.espncricinfo.com//player/shoaib-khan-1276700, b Basil Hameed,34,21,4,1,161.90
United Arab Emirates vs Oman,Oman,4,Ayaan Khan,https://www.espncricinfo.com//player/ayaan-khan-956319,run out (Basil Hameed),16,13,2,1,123.07
United Arab Emirates vs Oman,Oman,5,Sandeep Goud,https://www.espncricinfo.com//player/sandeep-goud-1174024,not out ,12,11,1,0,109.09
Ireland vs Nepal,Ireland,1,Paul Stirling,https://www.espncricinfo.com//player/paul-stirling-303427, b KS Airee,2,4,0,0,50.00
Ireland vs Nepal,Ireland,2,Andy Balbirnie,https://www.espncricinfo.com//player/andy-balbirnie-303423, b Bohara,19,13,3,0,146.15
Ireland vs Nepal,Ireland,3,Gareth Delany,https://www.espncricinfo.com//player/gareth-delany-1099379,c & b Mukhiya,9,10,1,0,90.00
Ireland vs Nepal,Ireland,4,Curtis Campher,https://www.espncricinfo.com//player/curtis-campher-595921,c Vesawkar b DS Airee,20,20,0,1,100.00
Ireland vs Nepal,Ireland,5,Shane Getkate,https://www.espncricinfo.com//player/shane-getkate-303508,c Mukhiya b DS Airee,14,16,1,0,87.50
Ireland vs Nepal,Ireland,6,Lorcan Tucker,https://www.espncricinfo.com//player/lorcan-tucker-928057,c & b DS Airee,15,14,1,0,107.14
Ireland vs Nepal,Ireland,7,Simi Singh,https://www.espncricinfo.com//player/simi-singh-1005257,st †Aasif Sheikh b DS Airee,1,2,0,0,50.00
Ireland vs Nepal,Ireland,8,George Dockrell,https://www.espncricinfo.com//player/george-dockrell-348034,c Bhurtel b Lamichhane,28,22,2,1,127.27
Ireland vs Nepal,Ireland,9,Mark Adair,https://www.espncricinfo.com//player/mark-adair-526441,run out (DS Airee/†Aasif Sheikh),7,11,0,0,63.63
Ireland vs Nepal,Ireland,10,Andy McBrine,https://www.espncricinfo.com//player/andy-mcbrine-417381,c DS Airee b Bohara,11,7,0,1,157.14
Ireland vs Nepal,Ireland,11,Barry McCarthy,https://www.espncricinfo.com//player/barry-mccarthy-348059,not out ,1,1,0,0,100.00
Ireland vs Nepal,Nepal,1,Kushal Bhurtel,https://www.espncricinfo.com//player/kushal-bhurtel-794713, b McCarthy,15,11,1,1,136.36
Ireland vs Nepal,Nepal,2,Aasif Sheikh,https://www.espncricinfo.com//player/aasif-sheikh-1058514,c Dockrell b McBrine,23,22,2,1,104.54
Ireland vs Nepal,Nepal,3,Lokesh Bam,https://www.espncricinfo.com//player/lokesh-bam-1090625,c Dockrell b Adair,6,8,0,1,75.00
Ireland vs Nepal,Nepal,4,Dipendra Singh Airee,https://www.espncricinfo.com//player/dipendra-singh-airee-794707,c Adair b McCarthy,28,30,1,1,93.33
Ireland vs Nepal,Nepal,5,Gyanendra Malla,https://www.espncricinfo.com//player/gyanendra-malla-233400,c Delany b McBrine,5,12,0,0,41.66
Ireland vs Nepal,Nepal,6,Sharad Vesawkar,https://www.espncricinfo.com//player/sharad-vesawkar-25977,lbw b Campher,1,3,0,0,33.33
Ireland vs Nepal,Nepal,7,Kushal Malla,https://www.espncricinfo.com//player/kushal-malla-1141934,c McCarthy b Simi Singh,9,16,0,0,56.25
Ireland vs Nepal,Nepal,8,Kamal Airee,https://www.espncricinfo.com//player/kamal-airee-1072482,c Adair b Simi Singh,13,10,1,1,130.00
Ireland vs Nepal,Nepal,9,Sandeep Lamichhane,https://www.espncricinfo.com//player/sandeep-lamichhane-960361,c Getkate b Adair,1,2,0,0,50.00
Ireland vs Nepal,Nepal,10,Abinash Bohara,https://www.espncricinfo.com//player/abinash-bohara-1058508,not out ,3,4,0,0,75.00
Ireland vs Nepal,Nepal,11,Jitendra Mukhiya,https://www.espncricinfo.com//player/jitendra-mukhiya-680279,not out ,1,2,0,0,50.00
Sri Lanka vs Australia,Sri Lanka,1,Pathum Nissanka,https://www.espncricinfo.com//player/pathum-nissanka-1028655,c Sams b Maxwell,16,21,2,0,76.19
Sri Lanka vs Australia,Sri Lanka,2,Danushka Gunathilaka,https://www.espncricinfo.com//player/danushka-gunathilaka-345821,c Hazlewood b Richardson,9,5,1,0,180.00
Sri Lanka vs Australia,Sri Lanka,3,Charith Asalanka,https://www.espncricinfo.com//player/charith-asalanka-784367,c †Wade b Richardson,6,4,0,1,150.00
Sri Lanka vs Australia,Sri Lanka,4,Kusal Mendis,https://www.espncricinfo.com//player/kusal-mendis-629074,c & b Agar,4,11,0,0,36.36
Sri Lanka vs Australia,Sri Lanka,5,Dinesh Chandimal,https://www.espncricinfo.com//player/dinesh-chandimal-300628, b Richardson,25,29,1,0,86.20
Sri Lanka vs Australia,Sri Lanka,6,Dasun Shanaka,https://www.espncricinfo.com//player/dasun-shanaka-437316,not out ,39,38,5,0,102.63
Sri Lanka vs Australia,Sri Lanka,7,Chamika Karunaratne,https://www.espncricinfo.com//player/chamika-karunaratne-623695,c Inglis b Hazlewood,8,11,1,0,72.72
Sri Lanka vs Australia,Sri Lanka,8,Dushmantha Chameera,https://www.espncricinfo.com//player/dushmantha-chameera-552152,not out ,5,2,1,0,250.00
Sri Lanka vs Australia,Australia,1,Ben McDermott,https://www.espncricinfo.com//player/ben-mcdermott-603410,c Asalanka b Theekshana,0,1,0,0,0.00
Sri Lanka vs Australia,Australia,2,Ashton Agar,https://www.espncricinfo.com//player/ashton-agar-505120,lbw b Theekshana,13,13,1,1,100.00
Sri Lanka vs Australia,Australia,3,Aaron Finch,https://www.espncricinfo.com//player/aaron-finch-5334,c Asalanka b Vandersay,35,36,3,0,97.22
Sri Lanka vs Australia,Australia,4,Glenn Maxwell,https://www.espncricinfo.com//player/glenn-maxwell-325026,c Mendis b Theekshana,39,26,3,2,150.00
Sri Lanka vs Australia,Australia,5,Josh Inglis,https://www.espncricinfo.com//player/josh-inglis-662235,not out ,21,18,2,0,116.66
Sri Lanka vs Australia,Australia,6,Marcus Stoinis,https://www.espncricinfo.com//player/marcus-stoinis-325012,not out ,12,8,2,0,150.00
West Indies vs India,West Indies,1,Brandon King,https://www.espncricinfo.com//player/brandon-king-670035,c Yadav b Kumar,4,5,1,0,80.00
West Indies vs India,West Indies,2,Kyle Mayers,https://www.espncricinfo.com//player/kyle-mayers-348056,lbw b Chahal,31,24,7,0,129.16
West Indies vs India,West Indies,3,Nicholas Pooran,https://www.espncricinfo.com//player/nicholas-pooran-604302,c Kohli b Patel,61,43,4,5,141.86
West Indies vs India,West Indies,4,Roston Chase,https://www.espncricinfo.com//player/roston-chase-391832,lbw b Ravi Bishnoi,4,10,0,0,40.00
West Indies vs India,West Indies,5,Rovman Powell,https://www.espncricinfo.com//player/rovman-powell-820351,c Iyer b Ravi Bishnoi,2,3,0,0,66.66
West Indies vs India,West Indies,6,Akeal Hosein,https://www.espncricinfo.com//player/akeal-hosein-530812,c & b Chahar,10,12,0,1,83.33
West Indies vs India,West Indies,7,Kieron Pollard,https://www.espncricinfo.com//player/kieron-pollard-230559,not out ,24,19,2,1,126.31
West Indies vs India,West Indies,8,Odean Smith,https://www.espncricinfo.com//player/odean-smith-820691,c Sharma b Patel,4,4,0,0,100.00
West Indies vs India,India,1,Rohit Sharma,https://www.espncricinfo.com//player/rohit-sharma-34102,c Smith b Chase,40,19,4,3,210.52
West Indies vs India,India,2,Ishan Kishan,https://www.espncricinfo.com//player/ishan-kishan-720471,c Allen b Chase,35,42,4,0,83.33
West Indies vs India,India,3,Virat Kohli,https://www.espncricinfo.com//player/virat-kohli-253802,c Pollard b Allen,17,13,1,0,130.76
West Indies vs India,India,4,Rishabh Pant,https://www.espncricinfo.com//player/rishabh-pant-931581,c Smith b Cottrell,8,8,0,0,100.00
West Indies vs India,India,5,Suryakumar Yadav,https://www.espncricinfo.com//player/suryakumar-yadav-446507,not out ,34,18,5,1,188.88
West Indies vs India,India,6,Venkatesh Iyer,https://www.espncricinfo.com//player/venkatesh-iyer-851403,not out ,24,13,2,1,184.61
Canada vs Philippines,Canada,1,Rayyan Pathan,https://www.espncricinfo.com//player/rayyan-pathan-521478,c Goodwin b Huzaifa Mohammed,73,44,9,2,165.90
Canada vs Philippines,Canada,2,Matthew Spoors,https://www.espncricinfo.com//player/matthew-spoors-1062334,not out ,108,66,14,3,163.63
Canada vs Philippines,Canada,3,Navneet Dhaliwal,https://www.espncricinfo.com//player/navneet-dhaliwal-817069,not out ,26,11,0,3,236.36
Canada vs Philippines,Philippines,1,Richard Goodwin,https://www.espncricinfo.com//player/richard-goodwin-1177729, b Kaleem Sana,0,5,0,0,0.00
Canada vs Philippines,Philippines,2,Kapil Kumar,https://www.espncricinfo.com//player/kapil-kumar-1301686,c Ravinderpal Singh b Saad Bin Zafar,23,44,1,1,52.27
Canada vs Philippines,Philippines,3,Jonathan Hill,https://www.espncricinfo.com//player/jonathan-hill-1082763,lbw b Junaid Siddiqui,0,2,0,0,0.00
Canada vs Philippines,Philippines,4,Daniel Smith,https://www.espncricinfo.com//player/daniel-smith-1082761,c Dhaliwal b Kaleem Sana,35,36,3,0,97.22
Canada vs Philippines,Philippines,5,Henry Tyler,https://www.espncricinfo.com//player/henry-tyler-1082762,lbw b Saad Bin Zafar,4,7,0,0,57.14
Canada vs Philippines,Philippines,6,Vimal Kumar,https://www.espncricinfo.com//player/vimal-kumar-1082758,not out ,15,20,0,0,75.00
Canada vs Philippines,Philippines,7,Miggy Podosky,https://www.espncricinfo.com//player/miggy-podosky-1301593,not out ,6,6,0,0,100.00
Nepal vs Oman,Nepal,1,Kushal Bhurtel,https://www.espncricinfo.com//player/kushal-bhurtel-794713,c Khawar Ali b Bilal Khan,5,8,1,0,62.50
Nepal vs Oman,Nepal,2,Aasif Sheikh,https://www.espncricinfo.com//player/aasif-sheikh-1058514,c Fayyaz Butt b Bilal Khan,4,5,1,0,80.00
Nepal vs Oman,Nepal,3,Gyanendra Malla,https://www.espncricinfo.com//player/gyanendra-malla-233400, b Fayyaz Butt,15,15,2,0,100.00
Nepal vs Oman,Nepal,4,Dipendra Singh Airee,https://www.espncricinfo.com//player/dipendra-singh-airee-794707,st †Naseem Khushi b Zeeshan Maqsood,11,18,1,0,61.11
Nepal vs Oman,Nepal,5,Aarif Sheikh,https://www.espncricinfo.com//player/aarif-sheikh-701217,run out (†Naseem Khushi/Khawar Ali),38,37,2,0,102.70
Nepal vs Oman,Nepal,6,Lokesh Bam,https://www.espncricinfo.com//player/lokesh-bam-1090625,c Kaleemullah b Khawar Ali,16,17,0,1,94.11
Nepal vs Oman,Nepal,7,Bibek Yadav,https://www.espncricinfo.com//player/bibek-yadav-1185233,c Fayyaz Butt b Khawar Ali,7,10,0,0,70.00
Nepal vs Oman,Nepal,8,Kamal Airee,https://www.espncricinfo.com//player/kamal-airee-1072482,c Prajapati b Khawar Ali,1,3,0,0,33.33
Nepal vs Oman,Nepal,9,Sandeep Lamichhane,https://www.espncricinfo.com//player/sandeep-lamichhane-960361,not out ,16,7,1,1,228.57
Nepal vs Oman,Oman,1,Jatinder Singh,https://www.espncricinfo.com//player/jatinder-singh-307756,run out (DS Airee),9,18,0,0,50.00
Nepal vs Oman,Oman,2,Kashyap Prajapati,https://www.espncricinfo.com//player/kashyap-prajapati-1276719,c DS Airee b KS Airee,0,2,0,0,0.00
Nepal vs Oman,Oman,3,Ayaan Khan,https://www.espncricinfo.com//player/ayaan-khan-956319,c †Aasif Sheikh b Mukhiya,3,5,0,0,60.00
Nepal vs Oman,Oman,4,Khawar Ali,https://www.espncricinfo.com//player/khawar-ali-585081, b Lamichhane,7,12,1,0,58.33
Nepal vs Oman,Oman,5,Zeeshan Maqsood,https://www.espncricinfo.com//player/zeeshan-maqsood-585083,c Bhurtel b DS Airee,2,8,0,0,25.00
Nepal vs Oman,Oman,6,Aamir Kaleem,https://www.espncricinfo.com//player/aamir-kaleem-455463,lbw b DS Airee,9,14,0,0,64.28
Nepal vs Oman,Oman,7,Shoaib Khan,https://www.espncricinfo.com//player/shoaib-khan-1276700,c †Aasif Sheikh b Bohara,1,3,0,0,33.33
Nepal vs Oman,Oman,8,Naseem Khushi,https://www.espncricinfo.com//player/naseem-khushi-1077310, b Lamichhane,24,18,1,2,133.33
Nepal vs Oman,Oman,9,Fayyaz Butt,https://www.espncricinfo.com//player/fayyaz-butt-436749,not out ,6,13,0,0,46.15
Nepal vs Oman,Oman,10,Kaleemullah,https://www.espncricinfo.com//player/kaleemullah-1077307,c Bhurtel b KS Airee,5,9,0,0,55.55
Nepal vs Oman,Oman,11,Bilal Khan,https://www.espncricinfo.com//player/bilal-khan-937953, b KS Airee,0,1,0,0,0.00
Sri Lanka vs Australia,Sri Lanka,1,Pathum Nissanka,https://www.espncricinfo.com//player/pathum-nissanka-1028655,st †Wade b Zampa,46,40,4,0,115.00
Sri Lanka vs Australia,Sri Lanka,2,Danushka Gunathilaka,https://www.espncricinfo.com//player/danushka-gunathilaka-345821,c Finch b Agar,17,17,0,1,100.00
Sri Lanka vs Australia,Sri Lanka,3,Kusal Mendis,https://www.espncricinfo.com//player/kusal-mendis-629074,run out (Maxwell),27,21,1,2,128.57
Sri Lanka vs Australia,Sri Lanka,4,Charith Asalanka,https://www.espncricinfo.com//player/charith-asalanka-784367,c Inglis b JA Richardson,22,19,3,0,115.78
Sri Lanka vs Australia,Sri Lanka,5,Dinesh Chandimal,https://www.espncricinfo.com//player/dinesh-chandimal-300628,c Finch b KW Richardson,2,3,0,0,66.66
Sri Lanka vs Australia,Sri Lanka,6,Dasun Shanaka,https://www.espncricinfo.com//player/dasun-shanaka-437316,c Agar b KW Richardson,1,4,0,0,25.00
Sri Lanka vs Australia,Sri Lanka,7,Chamika Karunaratne,https://www.espncricinfo.com//player/chamika-karunaratne-623695,not out ,14,7,1,1,200.00
Sri Lanka vs Australia,Sri Lanka,8,Dushmantha Chameera,https://www.espncricinfo.com//player/dushmantha-chameera-552152, b JA Richardson,1,3,0,0,33.33
Sri Lanka vs Australia,Sri Lanka,9,Maheesh Theekshana,https://www.espncricinfo.com//player/maheesh-theekshana-1138316,run out (Finch/†Wade),3,3,0,0,100.00
Sri Lanka vs Australia,Sri Lanka,10,Jeffrey Vandersay,https://www.espncricinfo.com//player/jeffrey-vandersay-370040,not out ,5,3,1,0,166.66
Sri Lanka vs Australia,Australia,1,Ashton Agar,https://www.espncricinfo.com//player/ashton-agar-505120,c Mendis b Kumara,26,31,2,0,83.87
Sri Lanka vs Australia,Australia,2,Ben McDermott,https://www.espncricinfo.com//player/ben-mcdermott-603410,c & b Theekshana,9,10,1,0,90.00
Sri Lanka vs Australia,Australia,3,Aaron Finch,https://www.espncricinfo.com//player/aaron-finch-5334,c Gunathilaka b Kumara,2,5,0,0,40.00
Sri Lanka vs Australia,Australia,4,Glenn Maxwell,https://www.espncricinfo.com//player/glenn-maxwell-325026,not out ,48,39,3,0,123.07
Sri Lanka vs Australia,Australia,5,Josh Inglis,https://www.espncricinfo.com//player/josh-inglis-662235,c †Chandimal b Chameera,40,20,3,2,200.00
Sri Lanka vs Australia,Australia,6,Marcus Stoinis,https://www.espncricinfo.com//player/marcus-stoinis-325012,not out ,8,4,1,0,200.00
Germany vs Bahrain,Germany,1,Justin Broad,https://www.espncricinfo.com//player/justin-broad-948595,lbw b Shahid Mahmood,20,15,3,0,133.33
Germany vs Bahrain,Germany,2,Vijayshankar Chikkannaiah,https://www.espncricinfo.com//player/vijayshankar-chikkannaiah-1184115,lbw b Haider Butt,50,43,5,1,116.27
Germany vs Bahrain,Germany,3,Michael Richardson,https://www.espncricinfo.com//player/michael-richardson-353899,c Haider Butt b Veerapathiran,2,3,0,0,66.66
Germany vs Bahrain,Germany,4,Dylan Blignaut,https://www.espncricinfo.com//player/dylan-blignaut-596416, b Waseeq Ahmed,2,8,0,0,25.00
Germany vs Bahrain,Germany,5,Faisal Mubashir,https://www.espncricinfo.com//player/faisal-mubashir-537048,lbw b Waseeq Ahmed,0,1,0,0,0.00
Germany vs Bahrain,Germany,6,Venkatraman Ganesan,https://www.espncricinfo.com//player/venkatraman-ganesan-1101871,st †Muhammad Safdar b Junaid Aziz,20,18,2,0,111.11
Germany vs Bahrain,Germany,7,Fayaz Khan,https://www.espncricinfo.com//player/fayaz-khan-1283177,c Waseeq Ahmed b Junaid Aziz,0,1,0,0,0.00
Germany vs Bahrain,Germany,8,Dieter Klein,https://www.espncricinfo.com//player/dieter-klein-339095,c Sarfaraz Ali b Junaid Aziz,0,2,0,0,0.00
Germany vs Bahrain,Germany,9,Muslim Yar,https://www.espncricinfo.com//player/muslim-yar-1183927,not out ,4,3,1,0,133.33
Germany vs Bahrain,Germany,10,Ghulam Ahmadi,https://www.espncricinfo.com//player/ghulam-ahmadi-1271974,c & b Junaid Aziz,3,4,0,0,75.00
Germany vs Bahrain,Germany,11,Elam Bharathi,https://www.espncricinfo.com//player/elam-bharathi-1218731,c †Muhammad Safdar b Junaid Aziz,0,2,0,0,0.00
Germany vs Bahrain,Bahrain,1,Muhammad Younis,https://www.espncricinfo.com//player/muhammad-younis-1217471,c Chikkannaiah b Klein,2,2,0,0,100.00
Germany vs Bahrain,Bahrain,2,Sarfaraz Ali,https://www.espncricinfo.com//player/sarfaraz-ali-1172124,not out ,69,38,4,6,181.57
Germany vs Bahrain,Bahrain,3,Umer Toor,https://www.espncricinfo.com//player/umer-toor-1301600,c Blignaut b Klein,0,4,0,0,0.00
Germany vs Bahrain,Bahrain,4,Junaid Aziz,https://www.espncricinfo.com//player/junaid-aziz-1093632,lbw b Muslim Yar,13,28,1,0,46.42
Germany vs Bahrain,Bahrain,5,David Mathias,https://www.espncricinfo.com//player/david-mathias-420643,st †Richardson b Ghulam Ahmadi,15,16,2,0,93.75
Germany vs Bahrain,Bahrain,6,Haider Butt,https://www.espncricinfo.com//player/haider-butt-1284532,not out ,4,6,0,0,66.66
United Arab Emirates vs Ireland,United Arab Emirates,1,Muhammad Waseem,https://www.espncricinfo.com//player/muhammad-waseem-1241277,c Delany b Young,7,12,1,0,58.33
United Arab Emirates vs Ireland,United Arab Emirates,2,Chirag Suri,https://www.espncricinfo.com//player/chirag-suri-534734, b Adair,0,1,0,0,0.00
United Arab Emirates vs Ireland,United Arab Emirates,3,Vriitya Aravind,https://www.espncricinfo.com//player/vriitya-aravind-1178586,not out ,97,67,13,1,144.77
United Arab Emirates vs Ireland,United Arab Emirates,4,Rohan Mustafa,https://www.espncricinfo.com//player/rohan-mustafa-307808,st †Tucker b Simi Singh,9,15,0,0,60.00
United Arab Emirates vs Ireland,United Arab Emirates,5,Basil Hameed,https://www.espncricinfo.com//player/basil-hameed-1209110,c Adair b Young,16,14,0,1,114.28
United Arab Emirates vs Ireland,United Arab Emirates,6,Zawar Farid,https://www.espncricinfo.com//player/zawar-farid-1196500,c Delany b Little,12,11,2,0,109.09
United Arab Emirates vs Ireland,United Arab Emirates,7,Kashif Daud,https://www.espncricinfo.com//player/kashif-daud-229225,not out ,0,0,0,0,-
United Arab Emirates vs Ireland,Ireland,1,Paul Stirling,https://www.espncricinfo.com//player/paul-stirling-303427,c Muhammad Waseem b Meiyappan,32,22,4,1,145.45
United Arab Emirates vs Ireland,Ireland,2,Andy Balbirnie,https://www.espncricinfo.com//player/andy-balbirnie-303423, b Ahmed Raza,19,20,1,1,95.00
United Arab Emirates vs Ireland,Ireland,3,Gareth Delany,https://www.espncricinfo.com//player/gareth-delany-1099379,c & b Meiyappan,3,8,0,0,37.50
United Arab Emirates vs Ireland,Ireland,4,Lorcan Tucker,https://www.espncricinfo.com//player/lorcan-tucker-928057,c Basil Hameed b Zahoor Khan,25,20,2,0,125.00
United Arab Emirates vs Ireland,Ireland,5,Simi Singh,https://www.espncricinfo.com//player/simi-singh-1005257, b Meiyappan,4,5,0,0,80.00
United Arab Emirates vs Ireland,Ireland,6,George Dockrell,https://www.espncricinfo.com//player/george-dockrell-348034, b Junaid Siddique,11,9,1,1,122.22
United Arab Emirates vs Ireland,Ireland,7,Shane Getkate,https://www.espncricinfo.com//player/shane-getkate-303508,c Ahmed Raza b Rohan Mustafa,17,13,1,1,130.76
United Arab Emirates vs Ireland,Ireland,8,Andy McBrine,https://www.espncricinfo.com//player/andy-mcbrine-417381,not out ,14,11,2,0,127.27
